precision_macro,precision_micro,precision_weighted,recall_macro,recall_micro,recall_weighted,f1_macro,f1_micro,f1_weighted,matthews,roc_auc
0.7933231231951582,0.7882882882882883,0.7926182463081964,0.7868368819920606,0.7882882882882883,0.7882882882882883,0.7867260797579869,0.7882882882882883,0.7871097800987626,0.5801237456731874,0.7868368819920607
0.8884407987935841,0.8887015177065767,0.8886747773052442,0.8881126863456841,0.8887015177065767,0.8887015177065767,0.888266529633436,0.8887015177065767,0.8886780048377583,0.7765534158215809,0.8881126863456841
0.8425663683395642,0.8351177730192719,0.8413406501223009,0.8330212922173275,0.8351177730192719,0.8351177730192719,0.8335023359401406,0.8351177730192718,0.8339588725059821,0.675520228134254,0.8330212922173275
0.8765810728436452,0.8688172043010752,0.8749103669547378,0.866201096621221,0.8688172043010752,0.8688172043010752,0.8674043221563101,0.8688172043010752,0.8679047179159144,0.7427096386667911,0.8662010966212211
0.816995841995842,0.8134831460674158,0.8156375995701838,0.8093050146056475,0.8134831460674158,0.8134831460674158,0.8109010295871923,0.8134831460674158,0.8123410560857784,0.6262536340443972,0.8093050146056475
0.840933418968101,0.835214446952596,0.8383982045694751,0.8276748971193415,0.835214446952596,0.835214446952596,0.8309946746520755,0.835214446952596,0.8335868204938237,0.6684768447296223,0.8276748971193415
0.864972337482711,0.853904282115869,0.8622378767450206,0.8492186704672706,0.853904282115869,0.853904282115869,0.8512532299741602,0.853904282115869,0.8523036468604978,0.7140172391561547,0.8492186704672706
0.8527365181319417,0.8401015228426396,0.8524040182559074,0.839620696763554,0.8401015228426396,0.8401015228426396,0.8385193377354194,0.8401015228426395,0.8386004754332257,0.6922329725227483,0.8396206967635539
0.7919750199455281,0.7901554404145078,0.7911865354820861,0.7862189859762675,0.7901554404145078,0.7901554404145078,0.7875186038451345,0.7901554404145079,0.789112970142895,0.5781653539921241,0.7862189859762676
0.770151538343793,0.7647058823529411,0.7681094173472236,0.7547120796651754,0.7647058823529411,0.7647058823529411,0.7571428571428571,0.7647058823529412,0.7612681436210849,0.524636484268084,0.7547120796651753
0.8309536115777232,0.825,0.8286035017444114,0.8184149184149184,0.825,0.825,0.8211229503671396,0.825,0.8233175067630982,0.6492474635441969,0.8184149184149184
0.7770557615758854,0.768361581920904,0.7746846216699813,0.7611351611351611,0.768361581920904,0.768361581920904,0.7624161073825503,0.768361581920904,0.7649641678989876,0.5379553919891262,0.7611351611351611
0.8140909090909092,0.8135593220338984,0.8137904468412944,0.8104621309370988,0.8135593220338984,0.8135593220338984,0.811611030478955,0.8135593220338985,0.8130181299353031,0.6245424979753875,0.8104621309370988
0.849855019934759,0.8528528528528528,0.8557203452092904,0.8546626984126984,0.8528528528528528,0.8528528528528528,0.8513027074808854,0.8528528528528528,0.8533543704731952,0.7045013141883839,0.8546626984126985
0.839171511627907,0.8403614457831325,0.8421463470159709,0.8415169587647726,0.8403614457831325,0.8403614457831325,0.8397201752548209,0.8403614457831325,0.8406362760095517,0.6806844295290247,0.8415169587647725
0.8393181818181819,0.8343373493975904,0.8371207557502737,0.8277596868025319,0.8343373493975904,0.8343373493975904,0.8306483774333863,0.8343373493975905,0.8329069316971847,0.6669777237633409,0.8277596868025319
0.8563435905874609,0.8518518518518519,0.853689381334601,0.8387828535669587,0.8518518518518519,0.8518518518518519,0.8445981054398657,0.8518518518518519,0.8499866027744839,0.6949045933637683,0.8387828535669587
0.8826576576576577,0.8571428571428571,0.8722007722007722,0.8358238456672992,0.8571428571428571,0.8571428571428571,0.8461698238617481,0.8571428571428571,0.8525494943740207,0.7169534606057367,0.8358238456672991
0.8629476584022039,0.8557993730407524,0.8595127680337143,0.846461869471671,0.8557993730407524,0.8557993730407524,0.8510435276920578,0.8557993730407524,0.8541306553745439,0.7092179474615488,0.8464618694716711
0.8126602564102564,0.8132911392405063,0.8180227604673808,0.8162715298885512,0.8132911392405063,0.8132911392405063,0.8126136991808635,0.8132911392405063,0.8138259603402245,0.6289214183988918,0.8162715298885512
0.8634492607526882,0.8598726114649682,0.8615992697417986,0.8542826727808712,0.8598726114649682,0.8598726114649682,0.8570660045520382,0.8598726114649682,0.8589796001744905,0.7176733951309444,0.8542826727808712
0.8499649859943978,0.8519736842105263,0.8520992278490344,0.850471181240412,0.8519736842105263,0.8519736842105263,0.8502085911066826,0.8519736842105264,0.8520271718803398,0.7004359843247371,0.850471181240412
0.8288890918222913,0.8178807947019867,0.8277882621102609,0.816031941031941,0.8178807947019867,0.8178807947019867,0.8156799644898185,0.8178807947019867,0.8160801154374855,0.64479285998786,0.8160319410319412
0.8185654008438819,0.8175675675675675,0.818365834188619,0.8171689497716895,0.8175675675675675,0.8175675675675675,0.8172672398024512,0.8175675675675675,0.81736734905749,0.6357328168948062,0.8171689497716895
0.8322073657049027,0.8321917808219178,0.8322073657049027,0.8321917808219178,0.8321917808219178,0.8321917808219178,0.832189812697184,0.8321917808219178,0.832189812697184,0.6643991463440323,0.8321917808219178
0.8807219197418834,0.8710801393728222,0.8784429534728325,0.8674939172749392,0.8710801393728222,0.8710801393728222,0.8692450716018372,0.8710801393728222,0.8699467151613315,0.7480988963456096,0.8674939172749393
0.8520824826459779,0.8439716312056738,0.8554222450037502,0.8478217022993142,0.8439716312056738,0.8439716312056738,0.8437751813053989,0.8439716312056738,0.8435001514450141,0.6998912157291098,0.8478217022993143
0.8500539374325782,0.8321167883211679,0.8479436845959417,0.828774062816616,0.8321167883211679,0.8321167883211679,0.8288244241634073,0.8321167883211679,0.829517553459778,0.6784943779123368,0.8287740628166159
0.7940605590062112,0.7875457875457875,0.7928639683298069,0.7848968407479047,0.7875457875457875,0.7875457875457875,0.7851210509173815,0.7875457875457874,0.7858735553882662,0.578884873699192,0.7848968407479047
0.8147427708744629,0.8127340823970037,0.8137179298145348,0.806832333295596,0.8127340823970037,0.8127340823970037,0.8090675057208238,0.8127340823970037,0.8115449223939183,0.6215247662815461,0.8068323332955961
0.7944377990430622,0.7862595419847328,0.7948272398553636,0.7868881118881119,0.7862595419847328,0.7862595419847328,0.7850067405193131,0.7862595419847328,0.7848814603727711,0.5812768849213098,0.7868881118881119
0.8944896115627823,0.8914728682170543,0.9005230982542384,0.8970721949445354,0.8914728682170543,0.8914728682170543,0.8914141414141414,0.8914728682170543,0.8916490486257929,0.7915575934726445,0.8970721949445354
0.8294282730714007,0.8093385214007782,0.8273901823222071,0.8059090909090909,0.8093385214007782,0.8093385214007782,0.8050770064236514,0.8093385214007782,0.8058620223404905,0.6349018933190352,0.8059090909090908
0.7842566572996119,0.758893280632411,0.789329332633052,0.7661967418546366,0.758893280632411,0.758893280632411,0.7563197701040532,0.758893280632411,0.7550330148398741,0.5501570540260179,0.7661967418546366
0.8757416396979504,0.8663967611336032,0.8750578680956812,0.8654426229508196,0.8663967611336032,0.8663967611336032,0.8653283767038413,0.8663967611336032,0.8654740654897181,0.7411127049594032,0.8654426229508196
0.7735502121640736,0.7593360995850622,0.7812039650912335,0.7684247050659264,0.7593360995850622,0.7593360995850622,0.759,0.7593360995850622,0.7582157676348549,0.5419506804898875,0.7684247050659264
0.8481203007518796,0.8403361344537815,0.8514563720224931,0.8441769911504424,0.8403361344537815,0.8403361344537815,0.8401555319901024,0.8403361344537815,0.839884628294584,0.6922860613104067,0.8441769911504424
0.8728438743918621,0.8638297872340426,0.8754608674376806,0.8668939503844479,0.8638297872340426,0.8638297872340426,0.8635307781649245,0.8638297872340426,0.8632861343811006,0.7397138959145574,0.8668939503844479
0.7648607675736057,0.7350427350427351,0.7701227733143475,0.7431333772797187,0.7350427350427351,0.7350427350427351,0.7311939524197733,0.7350427350427351,0.7295444741527897,0.5075292816343482,0.7431333772797188
