class,precision_macro,precision_micro,precision_weighted,recall_macro,recall_micro,recall_weighted,f1_macro,f1_micro,f1_weighted,matthews,roc_auc
294,0.7954856361149111,0.7978723404255319,0.798469016503187,0.7967032967032968,0.7978723404255319,0.7978723404255319,0.7960022844089092,0.7978723404255319,0.7980801244273787,0.592187680938281,0.7967032967032968
134,0.7909140667761357,0.7391304347826086,0.8000523547749935,0.7522543901281442,0.7391304347826086,0.7391304347826086,0.732946298984035,0.7391304347826085,0.7302959550703605,0.5417909209069948,0.7522543901281442
375,0.9198717948717949,0.9120879120879121,0.9192730346576501,0.9113526570048309,0.9120879120879121,0.9120879120879121,0.9115646258503401,0.9120879120879121,0.9116393810271363,0.8311807948260117,0.9113526570048309
366,0.8148148148148149,0.8,0.808230452674897,0.773074961754207,0.8,0.8,0.7817887931034482,0.8000000000000002,0.7929956896551723,0.586406151111031,0.7730749617542071
57,0.9049145299145299,0.8977272727272727,0.9022193084693085,0.8933575505967826,0.8977272727272727,0.8977272727272727,0.8961038961038961,0.8977272727272727,0.8969893742621015,0.7981884180774038,0.8933575505967826
34,0.7620772946859904,0.6551724137931034,0.7725581653617636,0.6725874867444326,0.6551724137931034,0.6551724137931034,0.6292613636363638,0.6551724137931034,0.6236285266457682,0.4253528493974626,0.6725874867444326
368,0.8533934252386002,0.8505747126436781,0.8562121378335223,0.8533934252386002,0.8505747126436781,0.8505747126436781,0.8505747126436782,0.8505747126436781,0.8505747126436781,0.7067868504772005,0.8533934252386002
362,0.8011083743842364,0.7441860465116279,0.820082483675106,0.768092105263158,0.7441860465116279,0.7441860465116279,0.7406798245614036,0.7441860465116278,0.7371736026111791,0.5682421244541347,0.768092105263158
211,0.8607280750137893,0.8488372093023255,0.8666735078695211,0.8554347826086957,0.8488372093023255,0.8488372093023255,0.8486530391227833,0.8488372093023255,0.8482846987636988,0.7161432955027351,0.8554347826086957
99,0.8133333333333332,0.7529411764705882,0.8185098039215685,0.7605321507760532,0.7529411764705882,0.7529411764705882,0.7438656909169178,0.7529411764705881,0.7421640373756045,0.5714312110592606,0.7605321507760531
30,0.8242924528301887,0.8117647058823529,0.8213096559378468,0.8055555555555556,0.8117647058823529,0.8117647058823529,0.8072562358276644,0.8117647058823529,0.8089902627717753,0.6295692514314913,0.8055555555555554
